NATIONAL UNIVERSITY OF ENGINEERING
FACULTY OF CIVIL ENGINEERING
JAPAN-PERU CENTER FOR EARTHQUAKE ENGINEERING RESEARCH AND DISASTER MITIGATION (CISMID)
TUPAC AMARU AVENUE 1150 - LIMA 25 - PERU Postal Code 31-250 Lima 31
Telephone Numbers (51-1) 482-0777, 482-0790 FAX 481-0170
e-mail: f_lazares@uni.edu.pe	http://www.cismid-uni.org

1. INFORMATION ABOUT THE SEISMIC STATION
STATION NAME               :  Parque de la Reserva                                                                                
STATION CODE               :  PRQ       
STATION LOCATION           :  Parque de la Reserva, Cercado de Lima, Lima                                                         
LATITUDE                   :  -12.07 
LONGITUDE                  :  -77.04 
ALTITUDE (m)               :  130                 
ACCELEROMETER MODEL        :  Acelerógrafo Analógico                                                                              
SAMPLING FREQUENCY (Hz)    :   50

2. INFORMATION ABOUT THE EARTHQUAKE
DATE                       :  October 03, 1974                                                                                    
ORIGIN TIME (Local)        :  09:21:00                                                                                            
LATITUDE                   :  -12.50                                                                                              
LONGITUDE                  :  -77.98                                                                                              
DEPTH (km)                 :  13.00                                                                                               
MAGNITUDE                  :  6.6 mb                                                                                              
INFORMATION SOURCE         :  IGP                                                                                                 

3. INFORMATION ABOUT THE RECORD
RECORD TIME (Local)        :  09:21:00
NUMBER OF SAMPLES          :      4899
MAXIMUM ACCELERATION       :   -194.21    180.09    100.30
DATA UNITS                 :  cm/s2   

4. COMMENTS
BASELINE CORRECTED

5. ACCELERATION DATA
               T              EW              NS              UD
         43.2800         25.5307         19.3149        -26.6378
         43.3000        -65.2983         -5.0561         19.2032
         43.3200        -80.4843         -6.6371         27.9692
         43.3400        -69.3073          5.9999         11.2722
         43.3600        -86.3103         22.5879          8.7962
         43.3800       -105.1843         19.8379         -6.2938
         43.4000        -81.4873         10.1399        -16.8378
         43.4200        -18.2633        -16.3651          6.9692
         43.4400         42.1817        -33.5901         21.6102
         43.4600         85.7167        -12.1111         23.4362
         43.4800         67.0077         16.8569         24.4672
         43.5000          1.7367         44.7449          6.1802
         43.5200        -30.3863         83.9779          1.1292
         43.5400         -8.8513         78.0249         15.1762
         43.5600         39.1777         10.1739          7.4842
         43.5800         72.8677        -50.8801         -1.2148
         43.6000         97.6767        -47.8951          2.2672
         43.6200        113.9717          0.0409         -4.5358
         43.6400         52.9207         26.0899         -1.8418
         43.6600        -43.0593          2.1549         -3.2678
         43.6800        -46.7203        -19.6361        -22.3888
         43.7000        -13.9143        -12.2131        -22.0098
         43.7200        -50.1553         -6.9861         -9.1468
         43.7400        -92.4203         -2.6321        -10.8608
         43.7600        -56.3503         -0.8611         -5.1998
         43.7800          2.7867         -1.1891        -10.0588
         43.8000        -24.9553         15.2289        -25.7818
         43.8200       -100.1073         17.8539         -9.9758
         43.8400       -119.4003         -2.9111         23.6312
         43.8600        -61.1363         10.7839         43.3742
         43.8800        -18.1203         43.1029         32.9732
         43.9000        -27.2693         27.5599          1.4292
         43.9200        -34.0133        -20.6031        -35.7148
         43.9400         -3.1613        -36.1321        -49.5098
         43.9600         37.3397        -15.1121        -32.0978
         43.9800         16.6927         16.5869         -9.4868
         44.0000         -8.7463         62.1069         14.3102
         44.0200         14.5427         88.4209         36.7422
         44.0400          3.2967         57.6779         42.3072
         44.0600        -23.6003          5.4709         25.6392
         44.0800         -5.4653        -30.9371          1.3942
         44.1000         12.2427        -55.0931        -15.3448
         44.1200         19.5517        -59.7201        -22.4398
         44.1400         22.0077        -48.5431        -25.1948
         44.1600         27.1087         -4.3391        -22.5958
         44.1800         33.8727         30.2609          3.7712
         44.2000         12.3937         -1.4741         20.7772
         44.2200        -43.7623        -46.3511          5.4282
         44.2400        -87.2203        -52.5221         -7.2478
         44.2600        -75.7163        -22.8091        -13.3608
         44.2800        -13.8913         25.1619        -16.8488
         44.3000         27.9787         34.5599        -25.4188
         44.3200         -3.9013          4.6729        -23.1008
         44.3400        -23.7803         -3.9611         -5.6958
         44.3600          8.0907          1.1079          3.4282
         44.3800         25.1317        -18.2721         23.8632
         44.4000         27.9317        -22.1071          2.0672
         44.4200         35.9077          9.3499        -39.2368
         44.4400          3.1537         48.9919        -11.9298
         44.4600        -40.5323         30.4249         13.9792
         44.4800         -7.8763        -10.7111          4.5972
         44.5000         54.4807          9.3349          2.0992
         44.5200         61.2807         41.0879          1.1082
         44.5400         33.0537         25.8789          8.3992
         44.5600         13.2107        -19.8791         27.4602
         44.5800         18.5587        -34.6611         30.8922
         44.6000         36.1667         -2.9171         18.8982
         44.6200         51.0117          9.9039         -4.4558
         44.6400         53.5587        -17.7831        -17.6668
         44.6600         56.1067        -22.2041          5.3012
         44.6800         79.4497         14.2379         41.1722
         44.7000         96.5467         36.0409         42.5322
         44.7200         90.0147          9.2289         19.6742
         44.7400         50.6327        -29.7651         18.9002
         44.7600          1.7477        -50.9161         21.6732
         44.7800        -15.6613        -43.4441          8.6292
         44.8000        -25.8863        -17.0661          7.8722
         44.8200        -42.2193         16.5389         16.3512
         44.8400        -42.5763          5.2219         16.8282
         44.8600        -35.1263        -32.8851         12.1732
         44.8800        -51.9783         -8.2471          1.5032
         44.9000        -69.1833         49.8479        -13.2788
         44.9200        -62.0243         50.3359        -24.9058
         44.9400        -66.1613         24.8479        -21.3808
         44.9600        -51.5533         41.5249         -2.4818
         44.9800          0.5897         57.9689          1.5382
         45.0000         23.9657         26.4189         -9.9568
         45.0200          8.2877          9.9649         -5.4458
         45.0400        -12.8213         45.0499         -2.6568
         45.0600        -26.0453         73.0809        -15.3668
         45.0800        -14.1703         76.0969        -30.8898
         45.1000          0.0187         68.1009        -25.2758
         45.1200         -3.4623         45.2709          0.7572
         45.1400         -6.6463         16.3919          1.0342
         45.1600        -23.6033        -20.7601          0.2852
         45.1800        -33.8243        -51.0051         18.2362
         45.2000        -25.4743        -58.5131         22.9772
         45.2200        -35.6043        -63.3981         22.0892
         45.2400        -26.5543        -55.3961         15.9932
         45.2600         50.1107        -36.2611          6.4352
         45.2800        121.1367        -25.3091         10.4082
         45.3000        111.8327        -15.1721         17.3812
         45.3200         45.6597         -5.2151         24.3012
         45.3400         -4.3863         -2.1941         19.5532
         45.3600         -2.3503         -2.4481          4.0102
         45.3800        -15.6253         -8.0961          3.0272
         45.4000        -40.7163        -28.9791          8.9042
         45.4200        -29.6083        -33.4061          2.8542
         45.4400        -14.5663         10.0649          4.8352
         45.4600        -13.3953         53.8079          3.7572
         45.4800          6.0197         34.5959        -12.8038
         45.5000         38.6917        -13.3021        -12.8178
         45.5200         40.8927        -10.0741        -13.3528
         45.5400         14.8067         12.0109        -22.6888
         45.5600        -17.8643        -10.3891        -26.5608
         45.5800        -61.0483        -46.7971        -28.7988
         45.6000        -96.5913        -36.1881        -34.9458
         45.6200        -82.4923         23.6089        -41.2068
         45.6400        -46.2003         81.6249        -30.1088
         45.6600        -33.0193         94.6579         -1.3188
         45.6800        -14.1393         48.4079         25.6702
         45.7000         -4.8463        -20.7331         21.3182
         45.7200        -24.6533        -13.9351        -14.5138
         45.7400        -41.7083         46.3489        -30.2658
         45.7600        -40.4843         83.5609         -3.5898
         45.7800         -8.4793         85.0999         21.7782
         45.8000          8.5587         49.6129         21.0632
         45.8200          9.6027        -13.3431          9.3322
         45.8400         16.3117        -46.6351         -1.1868
         45.8600         -6.4873        -34.8281         12.6712
         45.8800        -34.7043        -20.3751         21.1112
         45.9000         -9.0553        -21.1621         -0.3978
         45.9200         17.0437         17.6779        -15.7148
         45.9400        -14.9633          7.4609          2.6542
         45.9600        -44.1853        -58.5201          7.6752
         45.9800        -10.5783        -85.4571          2.4532
         46.0000         37.7107        -97.0201         21.0652
         46.0200         53.0367        -73.3731         10.8542
         46.0400         22.7287        -26.3101        -15.7598
         46.0600         12.6357        -16.2251        -18.3598
         46.0800         58.8947         -9.9731          2.9332
         46.1000        111.4497         19.6079         13.3402
         46.1200        116.7237         27.8019          5.0922
         46.1400         64.2467         19.5229          1.6332
         46.1600         -4.5613         27.8799          3.8862
         46.1800        -80.2783         23.0509          3.1272
         46.2000        -93.0993          3.4449        -10.7428
         46.2200        -29.7433         18.7979          8.5782
         46.2400        -12.5803         59.3239         43.0902
         46.2600        -31.7613         67.9169         47.3602
         46.2800          6.8247         17.9789         23.7312
         46.3000         64.9087        -50.5251         15.3972
         46.3200         75.3057        -56.4331         30.3902
         46.3400         41.9497        -20.7791         26.6132
         46.3600          5.0187        -15.6371         11.5552
         46.3800        -11.5463        -31.0121         -0.2708
         46.4000        -16.4443        -26.7961         -5.7578
         46.4200        -10.6433        -11.4681        -14.5908
         46.4400        -27.4673         10.5399         -7.1688
         46.4600        -69.5423         22.1709          7.3222
         46.4800        -46.5463         17.9009          3.9532
         46.5000         22.8447         22.1149          1.1302
         46.5200         25.3017          6.4059         -0.7868
         46.5400        -14.5193        -34.9001        -10.5778
         46.5600        -12.4063        -46.8371        -20.2118
         46.5800          2.6247        -41.7131        -27.4018
         46.6000        -14.0363        -50.4361        -33.8258
         46.6200        -29.5063        -48.3271        -29.6368
         46.6400        -24.2513         -0.5941        -16.8668
         46.6600        -15.8983         63.9239         -5.3348
         46.6800        -33.2173         64.2029          6.8832
         46.7000        -43.1283         10.2909         17.0742
         46.7200         -6.9553         -1.0541         19.4672
         46.7400         18.3407         32.1879         13.1352
         46.7600         -3.2553         46.7229          9.2132
         46.7800        -27.0313         28.1819          1.3472
         46.8000         -7.9433        -16.3211          7.1392
         46.8200         31.1937        -29.9591         22.2732
         46.8400         38.8087        -17.0711         11.7332
         46.8600         45.5437        -15.6951         -4.8778
         46.8800         73.3927        -20.1721        -17.1748
         46.9000         64.9747        -16.2871        -18.5108
         46.9200         18.5207         10.0829         -0.0608
         46.9400          1.5727         38.3719         11.4322
         46.9600         -7.0203         26.3659         -1.0658
         46.9800        -12.7573        -13.6681         -7.5158
         47.0000         19.0797        -27.4681         16.4042
         47.0200          4.7317        -22.8561         29.8882
         47.0400        -29.1413        -14.2391         10.8152
         47.0600        -10.7883          5.2809        -17.8078
         47.0800        -22.1173         35.4469        -36.9158
         47.1000        -47.8453         64.0419        -45.9728
         47.1200        -22.4603         54.2409        -43.2628
         47.1400         10.7087         17.9069        -18.6108
         47.1600         11.7867        -12.2441         15.3342
         47.1800         -8.5073        -29.6341         34.2882
         47.2000         15.5737        -41.0221         16.2222
         47.2200         40.0097        -50.1351        -12.6108
         47.2400        -10.2253        -34.4921        -19.1538
         47.2600        -40.2893         34.5689        -15.2848
         47.2800        -30.4983         78.9289        -28.3638
         47.3000        -40.1863         54.7849        -23.6448
         47.3200        -25.1133         13.9209          1.0222
         47.3400          0.9297        -12.0171         14.7342
         47.3600         -0.1053         -9.2061         18.5922
         47.3800         -9.8853        -17.1551         12.1172
         47.4000        -22.6493        -61.0701         12.8302
         47.4200        -10.6663        -48.3181          9.1852
         47.4400          2.8367         19.7609          4.3812
         47.4600        -20.9013         30.5949         -1.5388
         47.4800        -22.0293        -12.1541        -15.3058
         47.5000         14.2347        -43.0071         -2.8658
         47.5200         21.7727        -40.8431         30.7182
         47.5400          4.7107        -18.1011         31.0952
         47.5600         12.1017         -9.7271          4.1862
         47.5800         26.9147        -17.2171         -7.8648
         47.6000         30.0797         -9.1151          9.5742
         47.6200         35.4217         10.8729          4.8112
         47.6400         33.3957         22.8889         -5.8568
         47.6600         10.4637         10.9289         24.3802
         47.6800        -25.2703         -1.7271         25.3012
         47.7000        -30.0923         25.1529         -5.6158
         47.7200        -25.0743         56.5899        -25.8648
         47.7400        -25.3603         28.9409         -8.1108
         47.7600        -18.6623        -21.4491         10.6342
         47.7800         -8.1413        -18.6971         12.3562
         47.8000          7.1417         10.8729         29.6482
         47.8200          0.5037         27.7719         28.8322
         47.8400        -24.7993         54.0209          8.3552
         47.8600        -27.1063         83.4869        -16.4448
         47.8800        -11.1663         55.0009        -14.7578
         47.9000        -15.5123         -0.5831          2.0732
         47.9200        -21.0373         13.8619         -2.3178
         47.9400         -5.4823         44.7349          6.1902
         47.9600         33.1937          5.4769         21.3452
         47.9800         65.9627        -51.7321         30.7312
         48.0000         50.1727        -32.9701         41.2672
         48.0200         62.6377         23.0909         33.3662
         48.0400         95.6947         10.4929         20.5492
         48.0600         62.3787        -50.1301         14.0602
         48.0800          0.3107        -55.8941          0.3612
         48.1000         -5.4153        -37.2291        -13.4508
         48.1200         33.6967        -28.9341        -10.7338
         48.1400         19.6567        -23.0211          9.3462
         48.1600        -29.4333        -23.7271         30.4522
         48.1800        -29.2173        -44.4951         26.4592
         48.2000         -4.7423        -42.6921          6.0352
         48.2200        -16.1263         -7.9851          9.8442
         48.2400        -36.6653         -6.4681         19.7282
         48.2600        -45.5673        -39.1611          6.4332
         48.2800        -47.2943         -9.4431         -8.7838
         48.3000        -30.9003         83.5239        -16.5598
         48.3200        -37.9733         62.3659        -21.2748
         48.3400        -85.0673        -33.8301        -20.4068
         48.3600       -103.3393        -75.5681        -15.8238
         48.3800        -35.9133        -26.1311        -15.5458
         48.4000         23.4017         81.3909          0.8822
         48.4200         -3.3243        124.0089          9.2332
         48.4400        -12.3823         59.4539        -17.9538
         48.4600         18.7087         -7.1171        -37.4088
         48.4800         13.9647         -8.6151        -30.4978
         48.5000         -2.9983         19.1949         -4.4978
         48.5200          3.0667         10.8709         20.9212
         48.5400         -3.1393        -43.1511         27.4452
         48.5600        -21.0763        -61.9991         24.5942
         48.5800         -8.9353        -17.9611         11.6452
         48.6000         13.8707         25.0739         -7.5028
         48.6200          9.5107         11.9819        -13.8558
         48.6400         -7.8153        -31.4901        -18.3508
         48.6600         -2.8893        -29.1561        -22.4008
         48.6800         12.4597         -0.8861        -19.2858
         48.7000         16.4867          4.8709        -13.2418
         48.7200        -25.0143         -5.9261         -0.4888
         48.7400        -44.1633        -43.3951          4.2002
         48.7600        -11.4343        -68.1721         -5.8118
         48.7800        -16.6373        -42.2301         -0.3048
         48.8000        -41.0503         25.3549          7.8882
         48.8200        -38.8703         56.1589         -3.4848
         48.8400          6.7547         19.5779        -19.8588
         48.8600         71.4647         -8.8391        -23.5148
         48.8800         97.5467          3.0149        -12.4148
         48.9000         57.1567         22.5779         -9.6828
         48.9200         17.3507          8.1949        -10.5138
         48.9400        -15.1663        -22.3391        -14.6378
         48.9600        -59.2493        -22.0381        -21.3798
         48.9800        -67.1333         -8.5851        -24.3998
         49.0000        -19.2303        -13.0281        -13.3288
         49.0200         20.8867        -23.2761          4.1252
         49.0400         13.4167        -16.8021          3.1582
         49.0600         -7.7883        -17.1061         -6.7938
         49.0800        -30.8443         -9.8331         -0.3238
         49.1000        -38.9753         19.9169         17.6102
         49.1200        -21.5633         20.7109         31.8512
         49.1400        -21.2173         -6.9961         35.6742
         49.1600        -33.1883        -19.7641         24.7022
         49.1800         11.8507         -7.1361          2.4922
         49.2000         64.0087         23.5129        -10.1748
         49.2200         28.9587         30.5269         -3.8938
         49.2400         -8.9323          0.5719         -1.1758
         49.2600         16.0447         -5.1321         10.5072
         49.2800         42.7217         17.3729         26.9512
         49.3000         39.9627         30.2399         19.9642
         49.3200         10.3297         36.8179         -2.7808
         49.3400         -8.3043         31.2829        -24.9498
         49.3600        -19.8113          4.8589        -33.0548
         49.3800        -26.6033         -2.7651        -16.9748
         49.4000          3.2487          1.5959         -3.7738
         49.4200         38.5387          3.4819         -5.2068
         49.4400         34.0357         -5.6161         -6.6548
         49.4600         -9.5653        -22.3001         -4.2208
         49.4800        -22.8583        -22.3151         -0.2088
         49.5000        -10.7043         -4.1721         -1.5408
         49.5200        -10.2843         15.2999         -4.8848
         49.5400         -2.1673          8.6639        -13.2478
         49.5600        -11.8453         -4.2161         -8.5858
         49.5800        -21.6313         -2.2681         17.4042
         49.6000         10.9577         -1.9861         25.3432
         49.6200         27.5167          8.6399         17.5112
         49.6400          7.4697         15.1349         16.5512
         49.6600        -22.0573         -9.8621         18.9322
         49.6800        -36.1623        -25.2471         25.3362
         49.7000        -30.3583        -13.4831         29.2962
         49.7200        -18.6313         -7.7741         20.8582
         49.7400         -5.5393         -6.7491          3.8652
         49.7600         -2.3533        -10.0701         -7.1358
         49.7800         14.7047        -13.0041          2.5532
         49.8000         21.4097          6.4759         15.7722
         49.8200          7.0597         26.7219         12.4642
         49.8400         17.4277         25.5869         -3.5898
         49.8600         25.0577          8.9219        -20.9338
         49.8800         -3.1913         -4.0191        -22.3378
         49.9000        -44.6963          7.8659         -6.0598
         49.9200        -59.0273         15.8429          2.4782
         49.9400        -19.9583         -9.6421         -8.6328
         49.9600         25.0447        -14.9121        -22.7278
         49.9800         31.8497         25.2309        -25.6418
         50.0000          7.0987         57.4409         -9.9008
         50.0200        -21.1453         46.3969         17.4722
         50.0400        -21.8993         11.4569         23.2782
         50.0600        -14.7333        -24.1291         -8.1378
         50.0800        -30.0493        -42.4211        -31.9408
         50.1000        -14.9623         -8.3151        -18.4488
         50.1200          5.0797         14.2579         -3.8818
         50.1400        -15.8533          1.7239         12.1642
         50.1600        -12.7013          3.0599         28.8582
         50.1800         15.8997          2.3939         29.1352
         50.2000         14.4647         -7.9681         17.4442
         50.2200         -9.1403        -17.8161         -3.8808
         50.2400        -15.4723        -18.6101        -15.6548
         50.2600        -12.0613         -7.7061        -26.8328
         50.2800        -15.7523        -10.6231        -21.8848
         50.3000         -8.3193        -18.4261          5.4012
         50.3200         30.9367        -31.2631         29.7802
         50.3400         39.8407        -36.3511         34.6632
         50.3600         10.1207        -15.8931         18.5182
         50.3800         30.6857         -1.3991          9.4282
         50.4000         65.0387         -9.1811         12.6592
         50.4200         70.1147         -7.0851          7.6812
         50.4400         58.2427         23.7209         -6.8498
         50.4600         20.8967         41.4209        -20.0828
         50.4800          3.2177         26.2569        -16.0088
         50.5000         19.1567         19.4559         -0.6308
         50.5200         27.0027         24.7269         15.7552
         50.5400         -2.3533         15.8279         22.5662
         50.5600        -26.1333         19.0319          5.7762
         50.5800        -32.5473         37.3129         -8.6838
         50.6000        -31.2333         43.6299        -10.3148
         50.6200        -24.4103         15.2319        -18.8368
         50.6400        -22.7563         -8.4221        -19.3858
         50.6600        -20.7583         -1.8341         -4.5348
         50.6800         -8.6603         -3.5581        -10.8178
         50.7000         12.5867        -11.6001         -9.3388
         50.7200         25.4387        -13.7061          7.0242
         50.7400         12.2007          0.7719          6.8942
         50.7600        -26.4623         27.9879         -5.6328
         50.7800        -53.7673         32.8789        -21.2468
         50.8000        -44.5103         17.9959        -34.2128
         50.8200        -13.0823         20.3089        -30.4338
         50.8400         10.5937         27.1639         -6.6678
         50.8600          5.5287         15.9489          8.0042
         50.8800        -10.5443          7.3239          5.5322
         50.9000        -23.1623          8.1859         -1.2318
         50.9200        -20.3683        -10.9521         -5.9038
         50.9400        -12.3733        -46.3121        -11.4598
         50.9600        -14.8653        -35.8111        -12.9958
         50.9800         -6.9723         12.3089        -14.4398
         51.0000         24.0687         39.4319        -13.6298
         51.0200         30.2457         39.3409         -5.8158
         51.0400        -17.1983         34.9259         -1.7648
         51.0600        -29.0513         36.8359         -0.0778
         51.0800         -1.7013         31.9009         -1.2438
         51.1000        -12.5733          0.8989          0.0452
         51.1200        -35.2793        -40.5661          9.1482
         51.1400        -34.3403        -49.4881         18.9342
         51.1600        -15.3393        -29.3371         19.5042
         51.1800         17.4637         -7.3781          8.9742
         51.2000         49.6187         10.9869         -1.5728
         51.2200         60.7567          9.5469         -5.5148
         51.2400         49.0127         -7.2681         -4.1238
         51.2600         40.7337        -22.2531         -0.8128
         51.2800         39.5277        -33.0681          2.8872
         51.3000         24.1257        -26.8861          4.1352
         51.3200          5.9077        -20.7501          4.2812
         51.3400         -4.5283        -24.4151         11.3722
         51.3600         -9.5903        -22.7301         13.6562
         51.3800         -7.4943        -24.0331          8.3882
         51.4000         -8.3593        -37.9611          4.6092
         51.4200        -15.7643        -32.1461         -4.9408
         51.4400        -29.2013         26.2509        -21.9918
         51.4600        -35.9013         83.5519        -28.1678
         51.4800        -28.2213         74.7289        -15.0698
         51.5000        -14.1243         36.2069         -4.3998
         51.5200        -18.3053         12.9049          4.6322
         51.5400        -28.7203         -9.6871         17.6222
         51.5600        -25.3533        -41.5501         20.4442
         51.5800          4.2527        -63.3551          1.3182
         51.6000         43.8177        -47.3081        -15.3338
         51.6200         37.9397        -25.1621        -13.4598
         51.6400          0.8577          0.0789         -1.1598
         51.6600        -18.1763         28.7719          9.4832
         51.6800        -28.8923         28.9609          6.0132
         51.7000        -41.6463         16.9889          3.1412
         51.7200        -37.4853          9.6309         -1.8808
         51.7400        -22.1003          9.2769         -1.4668
         51.7600         -7.3423         27.6379         16.1272
         51.7800         -5.3453         26.0259         23.0202
         51.8000        -12.0103          7.8119         23.4802
         51.8200        -24.1973         10.2559         28.0342
         51.8400        -41.7423         19.0549         18.2162
         51.8600        -34.4303         18.0509          4.3422
         51.8800          1.7337          7.5319         -6.3128
         51.9000         29.9857          5.7889        -14.7688
         51.9200         41.4647          3.9699        -13.2898
         51.9400         41.8957        -13.4811        -11.8998
         51.9600         25.9507        -20.3571         -0.4318
         51.9800          2.9717         -9.5281         18.6072
         52.0000         -9.3963          0.6309         20.7892
         52.0200         15.3467          4.0939         10.3122
         52.0400         32.4407         -2.9961         -2.1208
         52.0600         12.8867        -12.8441        -10.7448
         52.0800          7.3647         -1.1871        -13.6908
         52.1000         16.8947         24.9889        -12.1198
         52.1200         13.0587         34.1669         -4.8718
         52.1400         -0.2983          8.6679          4.8942
         52.1600         -4.2883         -2.4221          1.4322
         52.1800         -1.6803         15.2029         -9.0628
         52.2000         -7.3033         16.7589        -16.9538
         52.2200        -14.0423         -1.4951        -16.7398
         52.2400         -2.1013         -8.8801         -8.1948
         52.2600          0.1117         -5.5011         -3.0298
         52.2800        -19.9973          2.0389         -2.8018
         52.3000         -6.8953          0.9859         -2.8448
         52.3200         18.4537        -13.4731          7.8882
         52.3400         -1.5143        -17.5941         13.5782
         52.3600        -21.6093        -16.4961          5.6442
         52.3800        -15.0723        -20.8431         -4.9058
         52.4000        -13.8703        -20.6161         -8.2118
         52.4200        -13.6613          1.5419         -6.7188
         52.4400          6.6717         13.4429          2.6742
         52.4600         13.1277         -1.5941         12.2332
         52.4800          2.7317          1.0339          6.9842
         52.5000         12.8377         11.8189          3.5652
         52.5200         26.6917         -1.6481          5.1952
         52.5400         26.5047        -20.1541          5.5952
         52.5600          8.9657        -21.2931          6.3032
         52.5800         -4.8723        -10.9611          3.0142
         52.6000         -6.4663         -4.7991         -2.2078
         52.6200         -8.3893          5.0129         -6.0588
         52.6400        -24.6333          5.2729         -8.9268
         52.6600        -40.6923        -18.4971         -5.9748
         52.6800        -33.2723        -35.8541         -5.8648
         52.7000        -22.1353        -33.9671         -8.9348
         52.7200        -23.1803         -3.0591        -12.5198
         52.7400        -26.2003         23.2109        -19.7268
         52.7600        -10.0473         15.2189        -21.8728
         52.7800         19.4537         12.7129        -19.3248
         52.8000         42.9347         20.2239        -12.6188
         52.8200         52.5907          8.1699         -3.5158
         52.8400         31.9097         -1.5651         -0.3498
         52.8600         10.8127         11.3939          1.2032
         52.8800         14.0887         22.0859          1.5372
         52.9000          0.0647         18.9719         -4.3828
         52.9200        -27.4903         15.3909          1.1092
         52.9400        -15.9303         16.9269          9.0752
         52.9600          9.8467         17.7049          9.9882
         52.9800         -2.2503         10.5809         13.7532
         53.0000         -9.1463          6.7779          9.1352
         53.0200         11.1117         10.0959          3.0402
         53.0400         12.1597         28.4499          8.8982
         53.0600          1.7357         39.4409         12.1242
         53.0800         -1.9363          0.3989          4.5512
         53.1000        -25.3523        -29.4471         -2.3308
         53.1200        -34.9713        -28.6431          4.7042
         53.1400         -9.2093          0.5279         12.0812
         53.1600          6.8997         26.6899         10.5232
         53.1800         -2.7343         17.2599          7.1232
         53.2000          1.6237          8.7629          0.0622
         53.2200         12.0887         -0.2331          2.2812
         53.2400        -14.9523         -9.7441          6.2292
         53.2600        -55.6743          3.7789          2.5492
         53.2800        -69.5503         24.1999         -5.4228
         53.3000        -55.4993         22.2249        -13.1018
         53.3200        -35.2953         -5.4631         -8.6298
         53.3400         -2.8733        -27.5851          4.6652
         53.3600         11.8507        -27.6751         13.2762
         53.3800          9.7257        -23.1341         10.9882
         53.4000         33.0767        -25.7281         -0.7648
         53.4200         62.7647        -14.3201         -8.1468
         53.4400         70.4217         -0.1001         -5.4228
         53.4600         52.2407         -1.6981         -6.7438
         53.4800         20.3007         -9.5201         -8.1138
         53.5000          6.0867        -12.6371         -3.0558
         53.5200         12.6437          8.0299          8.2542
         53.5400          2.6647         30.4419         23.4902
         53.5600        -19.2553         34.9989         24.7712
         53.5800        -27.5273         27.1039         12.4192
         53.6000        -23.1823         -7.8571          3.7282
         53.6200         -9.5933        -31.2381          3.8492
         53.6400          3.3547        -27.7411          8.9912
         53.6600         18.4287        -29.8321          7.4262
         53.6800         28.5387        -37.5651          0.5012
         53.7000         18.2557        -40.4771          2.9632
         53.7200          7.7127        -24.9351          3.6822
         53.7400         12.7227         -0.7821          1.9532
         53.7600         28.5827          4.8539          2.0572
         53.7800         37.5967         12.3599         -1.3698
         53.8000         17.9797         35.8529         -3.9468
         53.8200        -24.5193         40.7639        -12.0508
         53.8400        -61.8783         19.4809        -18.6188
         53.8600        -57.8703         -0.0411        -14.8078
         53.8800        -34.2763         13.2399         -5.2548
         53.9000        -27.9153         33.7799         -1.4868
         53.9200        -26.3383         15.6549         -1.7038
         53.9400        -21.4633         -5.4971          8.3212
         53.9600        -12.3443         -0.8971          8.7502
         53.9800          4.6307          1.4719         -3.7598
         54.0000         21.2777          0.2629         -8.6748
         54.0200         26.8417          4.5439         -9.3148
         54.0400         29.1187          3.0499         -7.6988
         54.0600         14.0327          3.4099         -1.5618
         54.0800         -7.0373         20.6029          3.2302
         54.1000        -17.5453         26.0859          3.8312
         54.1200        -23.8713         -4.2281         -4.4578
         54.1400        -13.8023        -14.8411         -9.3258
         54.1600        -17.6443         -4.0131         -1.6888
         54.1800        -32.2193        -18.9831          2.5512
         54.2000        -19.3703        -34.3311          8.7432
         54.2200         -2.7173        -12.5181         14.7632
         54.2400         -6.9803         18.4949          9.5842
         54.2600        -21.6313         19.5169         -2.4298
         54.2800        -19.5753         -2.3541        -13.4668
         54.3000          7.2507        -27.8501        -11.6078
         54.3200         28.6587        -28.9431         -2.7518
         54.3400         24.7917         -4.5781          0.5042
         54.3600          6.2137          5.5469         -2.5418
         54.3800         -2.1943         -6.2591          0.0342
         54.4000         -7.1213         -2.3171          1.1832
         54.4200         -9.6423         21.1889         -7.8798
         54.4400          5.2157         30.8349        -16.7638
         54.4600          8.7687         16.0509         -7.7468
         54.4800        -12.4223         20.5019          3.4512
         54.5000        -26.1563         29.2659         -1.1588
         54.5200        -19.4993         23.7879          1.4762
         54.5400        -12.5823         29.2069          3.5992
         54.5600        -13.8033         33.7619          1.2362
         54.5800         -9.1453         15.1099          6.2742
         54.6000          2.4037         -4.0151          5.4692
         54.6200         -0.0303         -7.8881          3.8252
         54.6400         -4.1733        -12.7251          6.6032
         54.6600         -0.9163        -26.8131          2.5172
         54.6800         -8.5983        -36.3381          5.9612
         54.7000        -11.3333        -30.5351         14.9022
         54.7200         -2.8813        -14.8671         16.5942
         54.7400         11.7847         -8.5451         14.3212
         54.7600         30.1867        -10.1061         10.9082
         54.7800         36.5987         -2.4531          3.6032
         54.8000         21.2577         10.0789         -5.0378
         54.8200          0.9427         10.1519         -7.8558
         54.8400         -1.4213         -3.4251         -5.2548
         54.8600          1.9337        -12.6901         -5.7348
         54.8800          4.0497        -13.7231         -7.9988
         54.9000         14.7577          0.0139         -7.7948
         54.9200         18.2297         24.2879         -8.1038
         54.9400          4.2017         30.7759         -8.3408
         54.9600         -9.3413         21.8459         -5.4368
         54.9800         -9.8083         19.3349         -0.6038
